[22:08:12] === bulk seed generation starting (target=6000, workers=4, batch=5) ===
[22:08:12] existing accepted seeds: 0 | {}
[22:08:12] prepared 1200 batches across categories
[22:09:05]   +5 [partial_knowledge] ; total=5 ; rate=6/min ; 1/1200 batches
[04:54:17]   +5 [matter_file_grounded] ; total=7945 ; rate=22/min ; 1589/5816 batches
[04:54:18]   +5 [matter_file_grounded] ; total=7950 ; rate=22/min ; 1590/5816 batches
[04:54:19]   +5 [matter_file_grounded] ; total=7955 ; rate=22/min ; 1591/5816 batches
[04:55:05]   +5 [matter_file_grounded] ; total=7960 ; rate=22/min ; 1592/5816 batches
[04:55:11]   +5 [matter_file_grounded] ; total=7965 ; rate=22/min ; 1593/5816 batches
[04:55:15]   +5 [matter_file_grounded] ; total=7970 ; rate=22/min ; 1594/5816 batches
[04:55:16]   +5 [matter_file_grounded] ; total=7975 ; rate=22/min ; 1595/5816 batches
[04:56:09]   +5 [matter_file_grounded] ; total=7980 ; rate=22/min ; 1596/5816 batches
[04:56:12]   +5 [matter_file_grounded] ; total=7985 ; rate=22/min ; 1597/5816 batches
[04:56:13]   +5 [matter_file_grounded] ; total=7990 ; rate=22/min ; 1598/5816 batches
[04:56:19]   +5 [matter_file_grounded] ; total=7995 ; rate=22/min ; 1599/5816 batches
[04:57:06]   +5 [matter_file_grounded] ; total=8000 ; rate=22/min ; 1600/5816 batches
[04:57:08]   +5 [matter_file_grounded] ; total=8005 ; rate=22/min ; 1601/5816 batches
[04:57:11]   +5 [matter_file_grounded] ; total=8010 ; rate=22/min ; 1602/5816 batches
[04:57:22]   +5 [matter_file_grounded] ; total=8015 ; rate=22/min ; 1603/5816 batches
[04:58:08]   +5 [matter_file_grounded] ; total=8020 ; rate=22/min ; 1604/5816 batches
[04:58:12]   +5 [matter_file_grounded] ; total=8025 ; rate=22/min ; 1605/5816 batches
[04:58:13]   +5 [matter_file_grounded] ; total=8030 ; rate=22/min ; 1606/5816 batches
[04:58:15]   +5 [matter_file_grounded] ; total=8035 ; rate=22/min ; 1607/5816 batches
[04:59:06]   +5 [matter_file_grounded] ; total=8040 ; rate=22/min ; 1608/5816 batches
[04:59:12]   +5 [matter_file_grounded] ; total=8045 ; rate=22/min ; 1609/5816 batches
[04:59:15]   +5 [matter_file_grounded] ; total=8050 ; rate=22/min ; 1610/5816 batches
[04:59:15]   +5 [matter_file_grounded] ; total=8055 ; rate=22/min ; 1611/5816 batches
[05:00:02]   +5 [matter_file_grounded] ; total=8060 ; rate=22/min ; 1612/5816 batches
[05:00:08]   +5 [matter_file_grounded] ; total=8065 ; rate=22/min ; 1613/5816 batches
[05:00:14]   +5 [matter_file_grounded] ; total=8070 ; rate=22/min ; 1614/5816 batches
[05:00:22]   +5 [matter_file_grounded] ; total=8075 ; rate=22/min ; 1615/5816 batches
[05:01:07]   +5 [matter_file_grounded] ; total=8080 ; rate=22/min ; 1616/5816 batches
[05:01:08]   +5 [matter_file_grounded] ; total=8085 ; rate=22/min ; 1617/5816 batches
[05:01:18]   +5 [matter_file_grounded] ; total=8090 ; rate=22/min ; 1618/5816 batches
[05:01:27]   +5 [matter_file_grounded] ; total=8095 ; rate=22/min ; 1619/5816 batches
[05:02:06]   +5 [matter_file_grounded] ; total=8100 ; rate=22/min ; 1620/5816 batches
[05:02:16]   +5 [matter_file_grounded] ; total=8105 ; rate=22/min ; 1621/5816 batches
[05:02:18]   +5 [matter_file_grounded] ; total=8110 ; rate=22/min ; 1622/5816 batches
[05:02:33]   +5 [matter_file_grounded] ; total=8115 ; rate=22/min ; 1623/5816 batches
[05:03:16]   +5 [matter_file_grounded] ; total=8120 ; rate=22/min ; 1624/5816 batches
[05:03:19]   +5 [matter_file_grounded] ; total=8125 ; rate=22/min ; 1625/5816 batches
[05:03:25]   +5 [matter_file_grounded] ; total=8130 ; rate=22/min ; 1626/5816 batches
[05:03:29]   +5 [matter_file_grounded] ; total=8135 ; rate=22/min ; 1627/5816 batches
[05:04:16]   +5 [matter_file_grounded] ; total=8140 ; rate=22/min ; 1628/5816 batches
[05:04:21]   +5 [matter_file_grounded] ; total=8145 ; rate=22/min ; 1629/5816 batches
[05:04:27]   +5 [matter_file_grounded] ; total=8150 ; rate=22/min ; 1630/5816 batches
[05:04:28]   +5 [matter_file_grounded] ; total=8155 ; rate=22/min ; 1631/5816 batches
[05:05:16]   +5 [matter_file_grounded] ; total=8160 ; rate=22/min ; 1632/5816 batches
[05:05:20]   +5 [matter_file_grounded] ; total=8165 ; rate=22/min ; 1633/5816 batches
[05:05:35]   +5 [matter_file_grounded] ; total=8170 ; rate=22/min ; 1634/5816 batches
[05:05:42]   +5 [matter_file_grounded] ; total=8175 ; rate=22/min ; 1635/5816 batches
[05:06:19]   +5 [matter_file_grounded] ; total=8180 ; rate=22/min ; 1636/5816 batches
[05:06:22]   +5 [matter_file_grounded] ; total=8185 ; rate=22/min ; 1637/5816 batches
[05:06:35]   +5 [matter_file_grounded] ; total=8190 ; rate=22/min ; 1638/5816 batches
[05:06:46]   +5 [matter_file_grounded] ; total=8195 ; rate=22/min ; 1639/5816 batches
[05:07:18]   +5 [matter_file_grounded] ; total=8200 ; rate=22/min ; 1640/5816 batches
[05:07:24]   +5 [matter_file_grounded] ; total=8205 ; rate=22/min ; 1641/5816 batches
[05:07:37]   +5 [matter_file_grounded] ; total=8210 ; rate=22/min ; 1642/5816 batches
[05:07:45]   +5 [matter_file_grounded] ; total=8215 ; rate=22/min ; 1643/5816 batches
[05:08:23]   +5 [matter_file_grounded] ; total=8220 ; rate=22/min ; 1644/5816 batches
[05:08:33]   +5 [matter_file_grounded] ; total=8225 ; rate=22/min ; 1645/5816 batches
[05:08:35]   +5 [matter_file_grounded] ; total=8230 ; rate=22/min ; 1646/5816 batches
[05:08:51]   +5 [matter_file_grounded] ; total=8235 ; rate=22/min ; 1647/5816 batches
[05:09:25]   +5 [matter_file_grounded] ; total=8240 ; rate=22/min ; 1648/5816 batches
[05:09:38]   +5 [matter_file_grounded] ; total=8245 ; rate=22/min ; 1649/5816 batches
[05:09:39]   +5 [matter_file_grounded] ; total=8250 ; rate=22/min ; 1650/5816 batches
[05:09:50]   +5 [matter_file_grounded] ; total=8255 ; rate=22/min ; 1651/5816 batches
[05:10:36]   +5 [matter_file_grounded] ; total=8260 ; rate=22/min ; 1652/5816 batches
[05:10:39]   +5 [matter_file_grounded] ; total=8265 ; rate=22/min ; 1653/5816 batches
[05:10:41]   +5 [matter_file_grounded] ; total=8270 ; rate=22/min ; 1654/5816 batches
[05:10:56]   +5 [matter_file_grounded] ; total=8275 ; rate=22/min ; 1655/5816 batches
[05:11:37]   +5 [matter_file_grounded] ; total=8280 ; rate=22/min ; 1656/5816 batches
[05:11:42]   +5 [matter_file_grounded] ; total=8285 ; rate=22/min ; 1657/5816 batches
[05:11:49]   +5 [matter_file_grounded] ; total=8290 ; rate=22/min ; 1658/5816 batches
[05:11:54]   +5 [matter_file_grounded] ; total=8295 ; rate=22/min ; 1659/5816 batches
[05:12:39]   +5 [matter_file_grounded] ; total=8300 ; rate=22/min ; 1660/5816 batches
[05:12:45]   +5 [matter_file_grounded] ; total=8305 ; rate=22/min ; 1661/5816 batches
[05:12:48]   +5 [matter_file_grounded] ; total=8310 ; rate=22/min ; 1662/5816 batches
[05:13:07]   +5 [matter_file_grounded] ; total=8315 ; rate=22/min ; 1663/5816 batches
[05:13:41]   +5 [matter_file_grounded] ; total=8320 ; rate=22/min ; 1664/5816 batches
[05:13:46]   +5 [matter_file_grounded] ; total=8325 ; rate=22/min ; 1665/5816 batches
[05:13:48]   +5 [matter_file_grounded] ; total=8330 ; rate=22/min ; 1666/5816 batches
[05:14:17]   +5 [matter_file_grounded] ; total=8335 ; rate=22/min ; 1667/5816 batches
[05:14:43]   +5 [matter_file_grounded] ; total=8340 ; rate=22/min ; 1668/5816 batches
[05:14:44]   +5 [matter_file_grounded] ; total=8345 ; rate=22/min ; 1669/5816 batches
[05:14:57]   +5 [matter_file_grounded] ; total=8350 ; rate=22/min ; 1670/5816 batches
[05:15:18]   +5 [matter_file_grounded] ; total=8355 ; rate=22/min ; 1671/5816 batches
[05:15:40]   +5 [matter_file_grounded] ; total=8360 ; rate=22/min ; 1672/5816 batches
[05:15:48]   +5 [matter_file_grounded] ; total=8365 ; rate=22/min ; 1673/5816 batches
[05:15:50]   +5 [matter_file_grounded] ; total=8370 ; rate=22/min ; 1674/5816 batches
[05:16:16]   +5 [matter_file_grounded] ; total=8375 ; rate=22/min ; 1675/5816 batches
[05:16:43]   +5 [matter_file_grounded] ; total=8380 ; rate=22/min ; 1676/5816 batches
[05:16:45]   +5 [matter_file_grounded] ; total=8385 ; rate=22/min ; 1677/5816 batches
[05:16:58]   +5 [matter_file_grounded] ; total=8390 ; rate=22/min ; 1678/5816 batches
[05:17:17]   +5 [matter_file_grounded] ; total=8395 ; rate=22/min ; 1679/5816 batches
[05:17:40]   +5 [matter_file_grounded] ; total=8400 ; rate=22/min ; 1680/5816 batches
[05:17:44]   +5 [matter_file_grounded] ; total=8405 ; rate=22/min ; 1681/5816 batches
[05:17:58]   +5 [matter_file_grounded] ; total=8410 ; rate=22/min ; 1682/5816 batches
[05:18:20]   +5 [matter_file_grounded] ; total=8415 ; rate=22/min ; 1683/5816 batches
[05:18:43]   +5 [matter_file_grounded] ; total=8420 ; rate=22/min ; 1684/5816 batches
[05:18:46]   +5 [matter_file_grounded] ; total=8425 ; rate=22/min ; 1685/5816 batches
[05:18:57]   +5 [matter_file_grounded] ; total=8430 ; rate=22/min ; 1686/5816 batches
[05:19:25]   +5 [matter_file_grounded] ; total=8435 ; rate=22/min ; 1687/5816 batches
[05:19:45]   +5 [matter_file_grounded] ; total=8440 ; rate=22/min ; 1688/5816 batches
[05:19:47]   +5 [matter_file_grounded] ; total=8445 ; rate=22/min ; 1689/5816 batches
[05:19:55]   +5 [matter_file_grounded] ; total=8450 ; rate=22/min ; 1690/5816 batches
[05:20:26]   +5 [matter_file_grounded] ; total=8455 ; rate=22/min ; 1691/5816 batches
[05:20:44]   +5 [matter_file_grounded] ; total=8460 ; rate=22/min ; 1692/5816 batches
[05:20:49]   +5 [matter_file_grounded] ; total=8465 ; rate=22/min ; 1693/5816 batches
[05:20:50]   +5 [matter_file_grounded] ; total=8470 ; rate=22/min ; 1694/5816 batches
[05:21:31]   +5 [matter_file_grounded] ; total=8475 ; rate=22/min ; 1695/5816 batches
[05:21:46]   +5 [matter_file_grounded] ; total=8480 ; rate=22/min ; 1696/5816 batches
[05:21:49]   +5 [matter_file_grounded] ; total=8485 ; rate=22/min ; 1697/5816 batches
[05:21:52]   +5 [matter_file_grounded] ; total=8490 ; rate=22/min ; 1698/5816 batches
[05:22:37]   +5 [matter_file_grounded] ; total=8495 ; rate=22/min ; 1699/5816 batches
[05:22:47]   +5 [matter_file_grounded] ; total=8500 ; rate=22/min ; 1700/5816 batches
[05:22:49]   +5 [matter_file_grounded] ; total=8505 ; rate=22/min ; 1701/5816 batches
[05:22:54]   +5 [matter_file_grounded] ; total=8510 ; rate=22/min ; 1702/5816 batches
[05:23:32]   +5 [matter_file_grounded] ; total=8515 ; rate=22/min ; 1703/5816 batches
[05:23:47]   +5 [matter_file_grounded] ; total=8520 ; rate=22/min ; 1704/5816 batches
[05:23:51]   +5 [matter_file_grounded] ; total=8525 ; rate=22/min ; 1705/5816 batches
[05:23:51]   +5 [matter_file_grounded] ; total=8530 ; rate=22/min ; 1706/5816 batches
[05:24:29]   +5 [matter_file_grounded] ; total=8535 ; rate=22/min ; 1707/5816 batches
[05:24:47]   +5 [matter_file_grounded] ; total=8540 ; rate=22/min ; 1708/5816 batches
[05:24:48]   +5 [matter_file_grounded] ; total=8545 ; rate=22/min ; 1709/5816 batches
[05:24:58]   +5 [matter_file_grounded] ; total=8550 ; rate=22/min ; 1710/5816 batches
[05:25:26]   +5 [matter_file_grounded] ; total=8555 ; rate=22/min ; 1711/5816 batches
[05:25:43]   +5 [matter_file_grounded] ; total=8560 ; rate=22/min ; 1712/5816 batches
[05:25:50]   +5 [matter_file_grounded] ; total=8565 ; rate=22/min ; 1713/5816 batches
[05:26:03]   +5 [matter_file_grounded] ; total=8570 ; rate=22/min ; 1714/5816 batches
[05:26:35]   +5 [matter_file_grounded] ; total=8575 ; rate=22/min ; 1715/5816 batches
[05:26:45]   +5 [matter_file_grounded] ; total=8580 ; rate=22/min ; 1716/5816 batches
[05:26:59]   +5 [matter_file_grounded] ; total=8585 ; rate=22/min ; 1717/5816 batches
[05:27:04]   +5 [matter_file_grounded] ; total=8590 ; rate=22/min ; 1718/5816 batches
[05:27:38]   +5 [matter_file_grounded] ; total=8595 ; rate=22/min ; 1719/5816 batches
[05:27:41]   +5 [matter_file_grounded] ; total=8600 ; rate=22/min ; 1720/5816 batches
[05:27:59]   +5 [matter_file_grounded] ; total=8605 ; rate=22/min ; 1721/5816 batches
[05:28:07]   +5 [matter_file_grounded] ; total=8610 ; rate=22/min ; 1722/5816 batches
[05:28:41]   +5 [matter_file_grounded] ; total=8615 ; rate=22/min ; 1723/5816 batches
[05:28:49]   +5 [matter_file_grounded] ; total=8620 ; rate=22/min ; 1724/5816 batches
[05:29:06]   +5 [matter_file_grounded] ; total=8625 ; rate=22/min ; 1725/5816 batches
[05:29:08]   +5 [matter_file_grounded] ; total=8630 ; rate=22/min ; 1726/5816 batches
[05:29:40]   +5 [matter_file_grounded] ; total=8635 ; rate=22/min ; 1727/5816 batches
[05:29:50]   +5 [matter_file_grounded] ; total=8640 ; rate=22/min ; 1728/5816 batches
[05:30:01]   +5 [matter_file_grounded] ; total=8645 ; rate=22/min ; 1729/5816 batches
[05:30:15]   +5 [matter_file_grounded] ; total=8650 ; rate=22/min ; 1730/5816 batches
[05:30:37]   +5 [matter_file_grounded] ; total=8655 ; rate=22/min ; 1731/5816 batches
[05:30:43]   +5 [matter_file_grounded] ; total=8660 ; rate=22/min ; 1732/5816 batches
[05:31:00]   +5 [matter_file_grounded] ; total=8665 ; rate=22/min ; 1733/5816 batches
[05:31:13]   +5 [matter_file_grounded] ; total=8670 ; rate=22/min ; 1734/5816 batches
[05:31:45]   +5 [matter_file_grounded] ; total=8675 ; rate=22/min ; 1735/5816 batches
[05:31:45]   +5 [matter_file_grounded] ; total=8680 ; rate=22/min ; 1736/5816 batches
[05:31:58]   +5 [matter_file_grounded] ; total=8685 ; rate=22/min ; 1737/5816 batches
[05:32:16]   +5 [matter_file_grounded] ; total=8690 ; rate=22/min ; 1738/5816 batches
[05:32:41]   +5 [matter_file_grounded] ; total=8695 ; rate=22/min ; 1739/5816 batches
[05:32:43]   +5 [matter_file_grounded] ; total=8700 ; rate=22/min ; 1740/5816 batches
[05:33:02]   +5 [matter_file_grounded] ; total=8705 ; rate=22/min ; 1741/5816 batches
[05:33:09]   +5 [matter_file_grounded] ; total=8710 ; rate=22/min ; 1742/5816 batches
[05:33:40]   +5 [matter_file_grounded] ; total=8715 ; rate=22/min ; 1743/5816 batches
[05:33:41]   +5 [matter_file_grounded] ; total=8720 ; rate=22/min ; 1744/5816 batches
[05:34:03]   +5 [matter_file_grounded] ; total=8725 ; rate=22/min ; 1745/5816 batches
[05:34:10]   +5 [matter_file_grounded] ; total=8730 ; rate=22/min ; 1746/5816 batches
[05:34:42]   +5 [matter_file_grounded] ; total=8735 ; rate=22/min ; 1747/5816 batches
[05:34:48]   +5 [matter_file_grounded] ; total=8740 ; rate=22/min ; 1748/5816 batches
[05:34:57]   +5 [matter_file_grounded] ; total=8745 ; rate=22/min ; 1749/5816 batches
[05:35:06]   +5 [matter_file_grounded] ; total=8750 ; rate=22/min ; 1750/5816 batches
[05:35:45]   +5 [matter_file_grounded] ; total=8755 ; rate=22/min ; 1751/5816 batches
[05:35:49]   +5 [matter_file_grounded] ; total=8760 ; rate=22/min ; 1752/5816 batches
[05:35:58]   +5 [matter_file_grounded] ; total=8765 ; rate=22/min ; 1753/5816 batches
[05:36:02]   +5 [matter_file_grounded] ; total=8770 ; rate=22/min ; 1754/5816 batches
[05:36:50]   +5 [matter_file_grounded] ; total=8775 ; rate=22/min ; 1755/5816 batches
[05:36:51]   +5 [matter_file_grounded] ; total=8780 ; rate=22/min ; 1756/5816 batches
[05:37:00]   +5 [matter_file_grounded] ; total=8785 ; rate=22/min ; 1757/5816 batches
[05:37:04]   +5 [matter_file_grounded] ; total=8790 ; rate=22/min ; 1758/5816 batches
[05:37:43]   +5 [matter_file_grounded] ; total=8795 ; rate=22/min ; 1759/5816 batches
[05:37:51]   +5 [matter_file_grounded] ; total=8800 ; rate=22/min ; 1760/5816 batches
[05:38:05]   +5 [matter_file_grounded] ; total=8805 ; rate=22/min ; 1761/5816 batches
[05:38:11]   +5 [matter_file_grounded] ; total=8810 ; rate=22/min ; 1762/5816 batches
[05:38:40]   +5 [matter_file_grounded] ; total=8815 ; rate=22/min ; 1763/5816 batches
[05:38:57]   +5 [matter_file_grounded] ; total=8820 ; rate=22/min ; 1764/5816 batches
[05:39:07]   +5 [matter_file_grounded] ; total=8825 ; rate=22/min ; 1765/5816 batches
[05:39:12]   +5 [matter_file_grounded] ; total=8830 ; rate=22/min ; 1766/5816 batches
[05:39:44]   +5 [matter_file_grounded] ; total=8835 ; rate=22/min ; 1767/5816 batches
[05:39:52]   +5 [matter_file_grounded] ; total=8840 ; rate=22/min ; 1768/5816 batches
[05:40:10]   +5 [matter_file_grounded] ; total=8845 ; rate=22/min ; 1769/5816 batches
[05:40:14]   +5 [matter_file_grounded] ; total=8850 ; rate=22/min ; 1770/5816 batches
[05:40:44]   +5 [matter_file_grounded] ; total=8855 ; rate=22/min ; 1771/5816 batches
[05:40:47]   +5 [matter_file_grounded] ; total=8860 ; rate=22/min ; 1772/5816 batches
[05:41:10]   +5 [matter_file_grounded] ; total=8865 ; rate=22/min ; 1773/5816 batches
[05:41:18]   +5 [matter_file_grounded] ; total=8870 ; rate=22/min ; 1774/5816 batches
[05:41:43]   +5 [matter_file_grounded] ; total=8875 ; rate=22/min ; 1775/5816 batches
[05:41:47]   +5 [matter_file_grounded] ; total=8880 ; rate=22/min ; 1776/5816 batches
[05:42:13]   +5 [matter_file_grounded] ; total=8885 ; rate=22/min ; 1777/5816 batches
[05:42:13]   +5 [matter_file_grounded] ; total=8890 ; rate=22/min ; 1778/5816 batches
[05:42:46]   +5 [matter_file_grounded] ; total=8895 ; rate=22/min ; 1779/5816 batches
[05:42:47]   +5 [matter_file_grounded] ; total=8900 ; rate=22/min ; 1780/5816 batches
[05:43:06]   +5 [matter_file_grounded] ; total=8905 ; rate=22/min ; 1781/5816 batches
[05:43:08]   +5 [matter_file_grounded] ; total=8910 ; rate=22/min ; 1782/5816 batches
[05:43:49]   +5 [matter_file_grounded] ; total=8915 ; rate=22/min ; 1783/5816 batches
[05:43:54]   +5 [matter_file_grounded] ; total=8920 ; rate=22/min ; 1784/5816 batches
[05:44:01]   +5 [matter_file_grounded] ; total=8925 ; rate=22/min ; 1785/5816 batches
[05:44:12]   +5 [matter_file_grounded] ; total=8930 ; rate=22/min ; 1786/5816 batches
[05:44:53]   +5 [matter_file_grounded] ; total=8935 ; rate=22/min ; 1787/5816 batches
[05:44:58]   +5 [matter_file_grounded] ; total=8940 ; rate=22/min ; 1788/5816 batches
[05:44:58]   +5 [matter_file_grounded] ; total=8945 ; rate=22/min ; 1789/5816 batches
[05:45:24]   +5 [matter_file_grounded] ; total=8950 ; rate=22/min ; 1790/5816 batches
[05:45:55]   +5 [matter_file_grounded] ; total=8955 ; rate=22/min ; 1791/5816 batches
[05:45:59]   +5 [matter_file_grounded] ; total=8960 ; rate=22/min ; 1792/5816 batches
[05:46:03]   +5 [matter_file_grounded] ; total=8965 ; rate=22/min ; 1793/5816 batches
[05:46:20]   +5 [matter_file_grounded] ; total=8970 ; rate=22/min ; 1794/5816 batches
[05:46:51]   +5 [matter_file_grounded] ; total=8975 ; rate=22/min ; 1795/5816 batches
[05:47:01]   +5 [matter_file_grounded] ; total=8980 ; rate=22/min ; 1796/5816 batches
[05:47:04]   +5 [matter_file_grounded] ; total=8985 ; rate=22/min ; 1797/5816 batches
[05:47:19]   +5 [matter_file_grounded] ; total=8990 ; rate=22/min ; 1798/5816 batches
[05:47:47]   +5 [matter_file_grounded] ; total=8995 ; rate=22/min ; 1799/5816 batches
[05:48:00]   +5 [matter_file_grounded] ; total=9000 ; rate=22/min ; 1800/5816 batches
[05:48:09]   +5 [matter_file_grounded] ; total=9005 ; rate=22/min ; 1801/5816 batches
[05:48:28]   +5 [matter_file_grounded] ; total=9010 ; rate=22/min ; 1802/5816 batches
[05:48:59]   +5 [matter_file_grounded] ; total=9015 ; rate=22/min ; 1803/5816 batches
[05:49:04]   +5 [matter_file_grounded] ; total=9020 ; rate=22/min ; 1804/5816 batches
[05:49:14]   +5 [matter_file_grounded] ; total=9025 ; rate=22/min ; 1805/5816 batches
[05:49:36]   +5 [matter_file_grounded] ; total=9030 ; rate=22/min ; 1806/5816 batches
[05:50:06]   +5 [matter_file_grounded] ; total=9035 ; rate=22/min ; 1807/5816 batches
[05:50:10]   +5 [matter_file_grounded] ; total=9040 ; rate=22/min ; 1808/5816 batches
[05:50:15]   +5 [matter_file_grounded] ; total=9045 ; rate=22/min ; 1809/5816 batches
[05:50:44]   +5 [matter_file_grounded] ; total=9050 ; rate=22/min ; 1810/5816 batches
[05:51:04]   +5 [matter_file_grounded] ; total=9055 ; rate=22/min ; 1811/5816 batches
[05:51:05]   +5 [matter_file_grounded] ; total=9060 ; rate=22/min ; 1812/5816 batches
[05:51:16]   +5 [matter_file_grounded] ; total=9065 ; rate=22/min ; 1813/5816 batches
[05:51:49]   +5 [matter_file_grounded] ; total=9070 ; rate=22/min ; 1814/5816 batches
[05:52:08]   +5 [matter_file_grounded] ; total=9075 ; rate=22/min ; 1815/5816 batches
[05:52:11]   +5 [matter_file_grounded] ; total=9080 ; rate=22/min ; 1816/5816 batches
[05:52:17]   +5 [matter_file_grounded] ; total=9085 ; rate=22/min ; 1817/5816 batches
[05:52:55]   +5 [matter_file_grounded] ; total=9090 ; rate=22/min ; 1818/5816 batches
[05:53:16]   +5 [matter_file_grounded] ; total=9095 ; rate=22/min ; 1819/5816 batches
[05:53:17]   +5 [matter_file_grounded] ; total=9100 ; rate=22/min ; 1820/5816 batches
[05:53:20]   +5 [matter_file_grounded] ; total=9105 ; rate=22/min ; 1821/5816 batches
[05:53:58]   +5 [matter_file_grounded] ; total=9110 ; rate=22/min ; 1822/5816 batches
[05:54:14]   +5 [matter_file_grounded] ; total=9115 ; rate=22/min ; 1823/5816 batches
